Place,The type of place,Year,Month,Cause of death (Russian),Cause of death (English),Flu related?,male deaths,female deaths,total deaths,newcomers,prisoners in transit,babies up to 6 months,babies from 6 months to 1 year,babies from 1 year to 5 years,from 5 to 10,from 10 to 15,from 15 to 20,from 20 to 30,from 30 to 40,from 40 to 50,from 50 to 60,from 60 to 70,from 70 to 80,over 80,age is unknown,,
Moscow,provincial city,1891,March,самоубийства,suicides,,7,1,8,0,0,0,0,0,0,0,0,2,2,0,2,0,0,0,2,,
Moscow,provincial city,1891,March,убийства,murders,,2,1,3,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,,
Moscow,provincial city,1891,March,прочие болезни,other disease,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,
Moscow,provincial city,1891,March,"смерть насильственная, но род не определен",violent death,,3,1,4,1,0,0,0,1,0,0,0,2,1,0,0,0,0,0,0,,
Moscow,provincial city,1891,April,тиф сыпной,spotted fever,,24,4,28,2,7,0,0,0,0,0,5,11,7,2,3,0,0,0,0,,
Moscow,provincial city,1891,April,тиф брюшной,enteric fever,,18,9,27,0,0,0,0,0,0,2,0,14,5,3,2,1,0,0,0,,
Moscow,provincial city,1891,April,возвратная горячка,fever,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,
Moscow,provincial city,1891,April,тиф без означения формы,typhus,,5,2,7,0,0,0,0,2,1,0,1,0,0,1,2,0,0,0,0,,
Moscow,provincial city,1891,April,послеродовая горячка,puerperal fever,,0,4,4,1,0,0,0,0,0,0,0,1,3,0,0,0,0,0,0,,
Moscow,provincial city,1891,April,перемежающаяся лихорадка,remittent fever,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,
Moscow,provincial city,1891,April,оспа,smallpox,,3,1,4,0,0,1,0,0,1,0,1,1,0,0,0,0,0,0,0,,
Moscow,provincial city,1891,April,скарлатина,scarlet fever,,10,14,24,1,0,0,2,12,9,1,0,0,0,0,0,0,0,0,0,,
Moscow,provincial city,1891,April,корь,measles,,9,7,16,0,0,2,6,8,0,0,0,0,0,0,0,0,0,0,0,,
Moscow,provincial city,1891,April,кровавый понос,bloody diarrhoea,,4,1,5,0,0,0,0,1,0,0,1,1,0,1,1,0,0,0,0,,
Moscow,provincial city,1891,April,дифтерит,pseudomembranous inflammation,,15,28,43,0,0,10,0,18,7,5,1,1,1,0,0,0,0,0,0,,
Moscow,provincial city,1891,April,круп,croup,yes,1,1,2,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,,
Moscow,provincial city,1891,April,крупозная пневмония,pulmonic fever,yes,62,37,99,6,6,0,1,2,0,0,7,14,11,17,21,18,6,2,0,,
Moscow,provincial city,1891,April,холера,cholera,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,
Moscow,provincial city,1891,April,цереброспин. Менингит,spotted fever,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,
Moscow,provincial city,1891,April,коклюш,whooping-cough,yes,5,8,13,0,0,4,4,4,1,0,0,0,0,0,0,0,0,0,0,,
Moscow,provincial city,1891,April,сифилис,syphilis,,1,3,4,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,,
Moscow,provincial city,1891,April,водобоязнь,rabies,,2,0,2,2,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,,
Moscow,provincial city,1891,April,сибирская язва,Siberian plague / anthrax,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,
Moscow,provincial city,1891,April,сап,glanders,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,
Moscow,provincial city,1891,April,рожа,wildfire,,17,10,27,1,2,18,0,0,0,0,0,2,0,2,2,3,0,0,0,,
Moscow,provincial city,1891,April,пиэмия,pyemia,,8,2,10,2,0,0,0,0,2,0,2,4,1,1,0,0,0,0,0,,
Moscow,provincial city,1891,April,септицемия,septicaemia,,16,17,33,0,0,28,0,0,0,0,1,4,0,0,0,0,0,0,0,,
Moscow,provincial city,1891,April,малокровие и хлороз,anemia,,0,6,6,1,0,0,0,0,0,0,1,3,1,1,0,0,0,0,0,,
Moscow,provincial city,1891,April,белокровие,leukemia,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,
Moscow,provincial city,1891,April,золотуха,scrofula,,2,0,2,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,,
Moscow,provincial city,1891,April,английская болезнь,english disease,,14,7,21,0,0,2,4,14,1,0,0,0,0,0,0,0,0,0,0,,
Moscow,provincial city,1891,April,острый туберкулез,tuberculosis,,2,3,5,0,0,2,0,0,0,0,1,0,0,0,2,0,0,0,0,,
Moscow,provincial city,1891,April,сахарное мочеизнурение,diabetes,,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,,
Moscow,provincial city,1891,April,подагра,gout,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,
Moscow,provincial city,1891,April,ревматизм,rheumatism,,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,,
Moscow,provincial city,1891,April,скорбут,scurvy,,2,0,2,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,,
Moscow,provincial city,1891,April,верлгофова болезнь,disease vergola,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,
Moscow,provincial city,1891,April,гемофилия,hemophilia,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,
Moscow,provincial city,1891,April,алкоголизм,alcoholism,,0,0,0,1,0,0,0,0,0,0,0,2,5,2,0,0,0,0,1,,
Moscow,provincial city,1891,April,рак,cancer,,0,0,0,7,0,0,0,0,0,0,0,0,7,12,22,25,3,1,1,,
Moscow,provincial city,1891,April,прочие злокачеств. опухоли,other malignant tumor,,0,0,0,1,0,0,0,0,0,0,0,1,1,2,0,1,0,0,0,,
Moscow,provincial city,1891,April,болезни нервной системы,diseases of the nervous system,,0,0,0,7,0,14,10,21,4,6,3,6,17,13,21,22,10,0,1,,
Moscow,provincial city,1891,April,болезни кровеносной системы,blood disease,,0,0,0,1,0,2,2,0,0,0,3,6,6,18,14,25,4,1,0,,
Moscow,provincial city,1891,April,болезни дыхат. Органов,respiratory disease,yes,0,0,0,7,4,211,65,66,8,2,2,8,4,12,14,25,6,2,0,,
Moscow,provincial city,1891,April,чахотка легких,pulmonary tuberculosis,yes,0,0,0,22,5,1,1,1,2,4,27,114,96,69,35,24,8,1,0,,
Moscow,provincial city,1891,April,болезни пищеварит. Органов,diseases of the digestive organs,,0,0,0,5,0,26,1,1,0,2,1,9,6,6,12,4,1,1,0,,
Moscow,provincial city,1891,April,желудочно-кишечный катар,gastro-intestinal infection,yes,0,0,0,3,1,538,32,28,0,0,1,1,2,2,2,5,1,0,0,,
Moscow,provincial city,1891,April,болезни мочевых органов,urinary tract diseases,,0,0,0,4,2,0,0,2,0,1,0,6,5,7,6,8,2,0,0,,
Moscow,provincial city,1891,April,болезни половых орагнов,diseases of the genitals,,0,0,0,0,0,0,0,0,0,0,0,1,4,0,1,0,0,0,0,,
Moscow,provincial city,1891,April,"болезни костей, суставов и мышц ",bone disease,,0,0,0,2,0,0,0,1,2,0,3,0,0,1,1,1,0,0,0,,
Moscow,provincial city,1891,April,болезни кожи и подкожной клечатки,skin disease,,0,0,0,1,0,0,0,0,1,0,1,0,0,1,4,0,0,0,0,,
Moscow,provincial city,1891,April,болезни лимфатических сосудов и желез,diseases of the lymphatic vessels,,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,,
Moscow,provincial city,1891,April,врожденная слабость,inherent weakness,,0,0,0,1,0,148,5,0,0,0,0,0,0,0,0,0,0,0,0,,
Moscow,provincial city,1891,April,старческая дряхлость,senile senility,,0,0,0,3,1,0,0,0,0,0,0,0,0,0,10,46,0,22,0,,
Moscow,provincial city,1891,April,врожденные пороки развития,congenital malformation,,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,,
Moscow,provincial city,1891,April,причина неизвестна,unknown reason,,0,0,0,3,0,118,0,0,1,2,3,1,9,11,10,7,3,0,0,,
Moscow,provincial city,1891,April,причина неточно определена,wrong reason,,0,0,0,0,0,3,1,2,0,0,0,0,3,3,2,11,1,0,0,,
Moscow,provincial city,1891,April,несчастные случаи,acciden,,0,0,0,0,0,0,0,1,1,2,0,1,1,1,1,0,0,0,0,,
Moscow,provincial city,1891,April,самоубийства,suicides,,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,0,0,0,1,,
Moscow,provincial city,1891,April,убийства,murders,,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,,
Moscow,provincial city,1891,April,прочие болезни,other disease,,0,0,0,1,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,,
Moscow,provincial city,1891,April,"смерть насильственная, но род не определен",violent death,,0,0,0,1,0,0,0,0,0,0,0,2,5,6,0,0,0,0,0,,
Moscow,provincial city,1891,May,тиф сыпной,spotted fever,,9,5,14,2,2,0,0,0,0,1,2,5,4,1,1,0,0,0,0,,
Moscow,provincial city,1891,May,тиф брюшной,enteric fever,,14,5,19,0,0,0,0,0,1,1,0,11,2,1,2,1,0,0,0,,
Moscow,provincial city,1891,May,возвратная горячка,fever,,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,,
Moscow,provincial city,1891,May,тиф без означения формы,typhus,,3,3,6,1,1,0,1,0,1,0,0,1,1,1,0,1,0,0,0,,
Moscow,provincial city,1891,May,послеродовая горячка,puerperal fever,,0,4,4,1,0,0,0,0,0,0,0,3,1,0,0,0,0,0,0,,
Moscow,provincial city,1891,May,перемежающаяся лихорадка,remittent fever,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,
Moscow,provincial city,1891,May,оспа,smallpox,,4,3,7,0,0,1,1,1,1,2,0,0,1,0,0,0,0,0,0,,
Moscow,provincial city,1891,May,скарлатина,scarlet fever,,9,4,13,0,0,0,0,9,3,1,0,0,0,0,0,0,0,0,0,,
Moscow,provincial city,1891,May,корь,measles,,11,9,20,0,0,0,9,10,0,0,1,0,0,0,0,0,0,0,0,,
Moscow,provincial city,1891,May,кровавый понос,bloody diarrhoea,,7,6,13,0,0,3,1,3,0,1,1,0,1,1,2,0,0,0,0,,
Moscow,provincial city,1891,May,дифтерит,pseudomembranous inflammation,,21,23,44,1,0,16,1,16,7,1,2,0,1,0,0,0,0,0,0,,
Moscow,provincial city,1891,May,круп,croup,yes,3,1,4,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,,
Moscow,provincial city,1891,May,крупозная пневмония,pulmonic fever,yes,51,29,80,3,1,3,2,5,0,1,2,10,8,10,19,13,7,0,0,,
Moscow,provincial city,1891,May,холера,cholera,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,
Moscow,provincial city,1891,May,цереброспин. Менингит,spotted fever,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,
Moscow,provincial city,1891,May,коклюш,whooping-cough,yes,2,1,3,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,,
Moscow,provincial city,1891,May,сифилис,syphilis,,4,2,6,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,,
Moscow,provincial city,1891,May,водобоязнь,rabies,,5,0,5,5,0,0,0,0,1,0,2,0,1,0,0,1,0,0,0,,
Moscow,provincial city,1891,May,сибирская язва,Siberian plague / anthrax,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,
Moscow,provincial city,1891,May,сап,glanders,,1,0,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,,
Moscow,provincial city,1891,May,рожа,wildfire,,14,7,21,0,3,8,0,0,0,0,0,0,4,2,2,2,1,0,0,,
Moscow,provincial city,1891,May,пиэмия,pyemia,,5,2,7,1,0,0,0,0,0,0,0,2,0,2,1,2,0,0,0,,
Moscow,provincial city,1891,May,септицемия,septicaemia,,14,11,25,0,0,22,0,0,0,0,0,0,0,2,0,1,0,0,0,,
Moscow,provincial city,1891,May,малокровие и хлороз,anemia,,0,2,2,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,,
Moscow,provincial city,1891,May,белокровие,leukemia,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,
Moscow,provincial city,1891,May,золотуха,scrofula,,3,0,3,0,0,1,2,0,0,0,0,0,0,0,0,0,0,0,0,,
Moscow,provincial city,1891,May,английская болезнь,english disease,,9,8,17,0,0,1,3,10,3,0,0,0,0,0,0,0,0,0,0,,
Moscow,provincial city,1891,May,острый туберкулез,tuberculosis,,4,1,5,0,0,4,0,0,0,0,0,0,1,0,0,0,0,0,0,,
Moscow,provincial city,1891,May,сахарное мочеизнурение,diabetes,,0,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,,
Moscow,provincial city,1891,May,подагра,gout,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,
Moscow,provincial city,1891,May,ревматизм,rheumatism,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,
Moscow,provincial city,1891,May,скорбут,scurvy,,6,0,6,0,6,0,0,0,0,0,0,3,1,1,0,1,0,0,0,,
Moscow,provincial city,1891,May,верлгофова болезнь,disease vergola,,0,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,,
Moscow,provincial city,1891,May,гемофилия,hemophilia,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,
Moscow,provincial city,1891,May,алкоголизм,alcoholism,,9,0,9,0,0,0,0,0,0,0,0,1,5,2,1,0,0,0,0,,
Moscow,provincial city,1891,May,рак,cancer,,30,35,65,4,0,0,0,0,0,0,0,3,8,15,16,15,7,0,1,,
Moscow,provincial city,1891,May,прочие злокачеств. опухоли,other malignant tumor,,4,4,8,0,0,0,0,0,0,0,1,0,0,3,1,2,0,1,0,,
Moscow,provincial city,1891,May,болезни нервной системы,diseases of the nervous system,,72,50,122,6,1,11,8,19,5,2,7,7,11,15,18,10,8,0,0,,
Moscow,provincial city,1891,May,болезни кровеносной системы,blood disease,,46,54,100,5,0,17,0,1,0,0,2,2,8,16,18,22,10,3,1,,
Moscow,provincial city,1891,May,болезни дыхат. Органов,respiratory disease,yes,182,151,333,7,7,174,42,54,1,0,2,8,7,6,13,17,7,2,0,,
Moscow,provincial city,1891,May,чахотка легких,pulmonary tuberculosis,yes,331,107,438,21,14,0,0,2,0,5,30,80,84,63,36,28,7,1,2,,
Moscow,provincial city,1891,May,болезни пищеварит. Органов,diseases of the digestive organs,,27,20,47,2,1,15,0,0,0,2,0,5,9,9,5,2,0,0,0,,
Moscow,provincial city,1891,May,желудочно-кишечный катар,gastro-intestinal infection,yes,310,290,600,2,1,492,62,42,1,0,0,0,0,1,1,1,0,0,0,,
Moscow,provincial city,1891,May,болезни мочевых органов,urinary tract diseases,,18,22,40,10,4,0,0,0,0,1,1,6,7,6,9,7,3,0,0,,
Moscow,provincial city,1891,May,болезни половых орагнов,diseases of the genitals,,2,3,5,0,0,0,0,0,0,0,0,0,2,1,2,0,0,0,0,,
Moscow,provincial city,1891,May,"болезни костей, суставов и мышц ",bone disease,,8,3,11,1,0,0,0,1,1,0,1,3,2,0,2,0,1,0,0,,
Moscow,provincial city,1891,May,болезни кожи и подкожной клечатки,skin disease,,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,,
Moscow,provincial city,1891,May,болезни лимфатических сосудов и желез,diseases of the lymphatic vessels,,0,2,2,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,,
Moscow,provincial city,1891,May,врожденная слабость,inherent weakness,,109,86,195,0,0,189,6,0,0,0,0,0,0,0,0,0,0,0,0,,
Moscow,provincial city,1891,May,старческая дряхлость,senile senility,,49,75,124,4,2,0,0,0,0,0,0,0,0,0,7,40,61,15,1,,
Moscow,provincial city,1891,May,врожденные пороки развития,congenital malformation,,3,2,5,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,,
Moscow,provincial city,1891,May,причина неизвестна,unknown reason,,81,57,138,4,0,90,0,0,0,0,1,8,7,10,16,4,2,0,0,,
Moscow,provincial city,1891,May,причина неточно определена,wrong reason,,16,11,27,2,0,4,3,3,1,0,0,0,2,2,4,6,2,0,0,,
Moscow,provincial city,1891,May,несчастные случаи,acciden,,5,2,7,1,0,0,0,0,0,1,0,2,0,0,1,2,1,0,0,,
Moscow,provincial city,1891,May,самоубийства,suicides,,7,0,7,0,0,0,0,0,0,0,1,1,2,1,2,0,0,0,0,,
Moscow,provincial city,1891,May,убийства,murders,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,
Moscow,provincial city,1891,May,прочие болезни,other disease,,1,0,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,,
Moscow,provincial city,1891,May,"смерть насильственная, но род не определен",violent death,,8,2,10,0,0,0,0,2,0,0,0,1,1,5,0,1,0,0,0,,
Moscow,provincial city,1891,June,тиф сыпной,spotted fever,,8,1,9,1,2,0,0,0,0,0,2,2,0,2,2,1,0,0,0,,
Moscow,provincial city,1891,June,тиф брюшной,enteric fever,,31,5,36,12,0,0,0,0,1,0,3,24,6,1,0,1,0,0,0,,
Moscow,provincial city,1891,June,возвратная горячка,fever,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,
Moscow,provincial city,1891,June,тиф без означения формы,typhus,,4,4,8,0,1,0,0,2,0,1,0,1,1,0,1,1,0,0,1,,
Moscow,provincial city,1891,June,послеродовая горячка,puerperal fever,,0,7,7,0,0,0,0,0,0,0,0,3,4,0,0,0,0,0,0,,
Moscow,provincial city,1891,June,перемежающаяся лихорадка,remittent fever,,1,0,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,,
Moscow,provincial city,1891,June,оспа,smallpox,,3,4,7,0,1,1,3,1,1,1,0,0,0,0,0,0,0,0,0,,
Moscow,provincial city,1891,June,скарлатина,scarlet fever,,10,11,21,0,0,0,2,10,6,2,0,1,0,0,0,0,0,0,0,,
Moscow,provincial city,1891,June,корь,measles,,14,10,24,0,2,3,8,12,1,0,0,0,0,0,0,0,0,0,0,,
Moscow,provincial city,1891,June,кровавый понос,bloody diarrhoea,,18,14,32,2,0,3,2,10,1,0,3,1,2,3,4,3,0,0,0,,
Moscow,provincial city,1891,June,дифтерит,pseudomembranous inflammation,,14,14,28,0,0,4,2,13,6,1,1,1,0,0,0,0,0,0,0,,
Moscow,provincial city,1891,June,круп,croup,yes,0,3,3,0,0,0,0,2,1,0,0,0,0,0,0,0,0,0,0,,
Moscow,provincial city,1891,June,крупозная пневмония,pulmonic fever,yes,36,19,55,2,6,0,1,4,0,0,0,2,10,11,18,9,0,0,0,,
Moscow,provincial city,1891,June,холера,cholera,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,
Moscow,provincial city,1891,June,цереброспин. Менингит,spotted fever,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,
Moscow,provincial city,1891,June,коклюш,whooping-cough,yes,2,4,6,0,0,1,3,2,0,0,0,0,0,0,0,0,0,0,0,,
Moscow,provincial city,1891,June,сифилис,syphilis,,1,4,5,1,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,,
Moscow,provincial city,1891,June,водобоязнь,rabies,,2,0,2,2,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,,
Moscow,provincial city,1891,June,сибирская язва,Siberian plague / anthrax,,3,0,3,0,0,0,0,0,0,0,0,2,1,0,0,0,0,0,0,,
Moscow,provincial city,1891,June,сап,glanders,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,
Moscow,provincial city,1891,June,рожа,wildfire,,3,4,7,0,2,1,0,0,0,0,1,1,1,1,1,0,0,1,0,,
Moscow,provincial city,1891,June,пиэмия,pyemia,,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,,
Moscow,provincial city,1891,June,септицемия,septicaemia,,13,9,22,2,0,18,0,0,0,0,0,2,1,0,1,0,0,0,0,,
Moscow,provincial city,1891,June,малокровие и хлороз,anemia,,2,2,4,0,0,1,0,0,0,0,0,2,0,0,0,1,0,0,0,,
Moscow,provincial city,1891,June,белокровие,leukemia,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,
Moscow,provincial city,1891,June,золотуха,scrofula,,3,1,4,0,0,0,2,2,0,0,0,0,0,0,0,0,0,0,0,,
Moscow,provincial city,1891,June,английская болезнь,english disease,,7,3,10,0,0,1,2,7,0,0,0,0,0,0,0,0,0,0,0,,
Moscow,provincial city,1891,June,острый туберкулез,tuberculosis,,5,3,8,2,0,3,0,0,0,0,1,2,1,1,0,0,0,0,0,,
Moscow,provincial city,1891,June,сахарное мочеизнурение,diabetes,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,
Moscow,provincial city,1891,June,подагра,gout,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,
Moscow,provincial city,1891,June,ревматизм,rheumatism,,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,,
Moscow,provincial city,1891,June,скорбут,scurvy,,6,0,6,0,5,0,0,0,0,0,0,0,0,2,3,0,1,0,0,,
Moscow,provincial city,1891,June,верлгофова болезнь,disease vergola,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,
Moscow,provincial city,1891,June,гемофилия,hemophilia,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,
Moscow,provincial city,1891,June,алкоголизм,alcoholism,,9,0,9,0,0,0,0,0,0,0,0,0,3,3,1,2,0,0,0,,
Moscow,provincial city,1891,June,рак,cancer,,32,36,68,9,0,0,0,0,0,0,0,0,0,2,16,26,19,4,1,,
Moscow,provincial city,1891,June,прочие злокачеств. опухоли,other malignant tumor,,2,1,3,1,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,,
Moscow,provincial city,1891,June,болезни нервной системы,diseases of the nervous system,,58,53,111,7,1,5,10,23,5,4,0,9,8,8,15,15,8,1,0,,
Moscow,provincial city,1891,June,болезни кровеносной системы,blood disease,,43,44,87,3,1,3,0,0,3,0,4,3,5,19,22,20,7,1,0,,
Moscow,provincial city,1891,June,болезни дыхат. Органов,respiratory disease,yes,127,123,250,4,4,144,30,36,2,0,2,6,2,4,10,12,2,0,0,,
Moscow,provincial city,1891,June,чахотка легких,pulmonary tuberculosis,yes,209,91,300,20,21,2,0,4,1,7,18,84,76,61,23,18,5,0,1,,
Moscow,provincial city,1891,June,болезни пищеварит. Органов,diseases of the digestive organs,,31,18,49,5,1,12,3,0,0,0,0,7,6,11,7,3,0,0,0,,
Moscow,provincial city,1891,June,желудочно-кишечный катар,gastro-intestinal infection,yes,500,399,899,0,1,506,276,108,1,0,0,3,1,2,1,1,0,0,1,,
Moscow,provincial city,1891,June,болезни мочевых органов,urinary tract diseases,,24,14,38,7,2,0,0,0,0,1,2,5,12,7,5,6,0,0,0,,
Moscow,provincial city,1891,June,болезни половых орагнов,diseases of the genitals,,1,4,5,1,0,0,0,0,0,0,0,2,2,0,0,1,0,0,0,,
Moscow,provincial city,1891,June,"болезни костей, суставов и мышц ",bone disease,,4,4,8,1,0,0,0,0,0,0,0,2,2,2,2,0,0,0,0,,
Moscow,provincial city,1891,June,болезни кожи и подкожной клечатки,skin disease,,2,1,3,1,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0,,
Moscow,provincial city,1891,June,болезни лимфатических сосудов и желез,diseases of the lymphatic vessels,,0,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,,
Moscow,provincial city,1891,June,врожденная слабость,inherent weakness,,104,78,182,0,0,182,0,0,0,0,0,0,0,0,0,0,0,0,0,,
Moscow,provincial city,1891,June,старческая дряхлость,senile senility,,33,91,124,2,3,0,0,0,0,0,0,0,0,0,7,36,52,29,0,,
Moscow,provincial city,1891,June,врожденные пороки развития,congenital malformation,,5,1,6,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,,
Moscow,provincial city,1891,June,причина неизвестна,unknown reason,,53,23,76,3,10,30,0,0,0,0,3,2,9,10,11,7,3,0,1,,
Moscow,provincial city,1891,June,причина неточно определена,wrong reason,,5,9,14,0,0,0,0,1,1,0,0,0,1,2,2,5,2,0,0,,
Moscow,provincial city,1891,June,несчастные случаи,acciden,,14,5,19,0,3,0,0,3,1,0,1,8,2,0,2,1,0,0,1,,
Moscow,provincial city,1891,June,самоубийства,suicides,,6,2,8,2,1,0,0,0,0,0,3,3,0,0,1,1,0,0,0,,
Moscow,provincial city,1891,June,убийства,murders,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,
Moscow,provincial city,1891,June,прочие болезни,other disease,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,
Moscow,provincial city,1891,June,"смерть насильственная, но род не определен",violent death,,4,0,4,0,1,0,1,0,0,0,1,0,0,1,1,0,0,0,0,,
