Place,The type of place,Year,Month,Cause of death (Russian),Cause of death (English),Flu related?,male deaths,female deaths,total deaths,newcomers,prisoners in transit,babies up to 6 months,babies from 6 months to 1 year,babies from 1 year to 5 years,from 5 to 10,from 10 to 15,from 15 to 20,from 20 to 30,from 30 to 40,from 40 to 50,from 50 to 60,from 60 to 70,from 70 to 80,over 80,age is unknown,,
Moscow,provincial city,1891,October,тиф брюшной,enteric fever,,14,6,20,4,0,0,0,0,0,1,5,4,5,5,0,0,0,0,0,,
Moscow,provincial city,1891,October,возвратная горячка,fever,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,
Moscow,provincial city,1891,October,тиф без означения формы,typhus,,1,1,2,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,,
Moscow,provincial city,1891,October,послеродовая горячка,puerperal fever,,0,8,8,2,0,0,0,0,0,0,0,4,4,0,0,0,0,0,0,,
Moscow,provincial city,1891,October,перемежающаяся лихорадка,remittent fever,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,
Moscow,provincial city,1891,October,оспа,smallpox,,5,5,10,0,0,0,2,3,0,1,2,1,0,0,0,1,0,0,0,,
Moscow,provincial city,1891,October,скарлатина,scarlet fever,,34,30,64,0,0,2,3,33,21,2,3,0,0,0,0,0,0,0,0,,
Moscow,provincial city,1891,October,корь,measles,,11,8,19,0,2,0,3,15,1,0,0,0,0,0,0,0,0,0,0,,
Moscow,provincial city,1891,October,кровавый понос,bloody diarrhoea,,10,2,12,0,2,1,0,0,3,0,0,1,1,2,3,0,1,0,0,,
Moscow,provincial city,1891,October,дифтерит,pseudomembranous inflammation,,24,25,49,0,1,6,2,22,13,3,2,1,0,0,0,0,0,0,0,,
Moscow,provincial city,1891,October,круп,croup,yes,3,1,4,0,1,0,2,1,1,0,0,0,0,0,0,0,0,0,0,,
Moscow,provincial city,1891,October,крупозная пневмония,pulmonic fever,yes,24,31,55,2,0,2,0,1,0,1,1,4,7,11,11,15,2,0,0,,
Moscow,provincial city,1891,October,холера,cholera,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,
Moscow,provincial city,1891,October,цереброспин. Менингит,spotted fever,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,
Moscow,provincial city,1891,October,коклюш,whooping-cough,yes,2,5,7,0,0,3,0,4,0,0,0,0,0,0,0,0,0,0,0,,
Moscow,provincial city,1891,October,сифилис,syphilis,,3,0,3,0,0,1,1,0,0,0,0,0,0,1,0,0,0,0,0,,
Moscow,provincial city,1891,October,водобоязнь,rabies,,1,0,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,,
Moscow,provincial city,1891,October,сибирская язва,Siberian plague / anthrax,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,
Moscow,provincial city,1891,October,сап,glanders,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,
Moscow,provincial city,1891,October,рожа,wildfire,,3,6,9,2,0,5,0,0,0,0,0,0,0,2,0,1,1,0,0,,
Moscow,provincial city,1891,October,пиэмия,pyemia,,5,1,6,0,0,0,0,1,0,0,2,1,1,1,0,0,0,0,0,,
Moscow,provincial city,1891,October,септицемия,septicaemia,,9,4,13,0,0,12,0,0,0,0,0,1,2,1,0,0,0,0,0,,
Moscow,provincial city,1891,October,малокровие и хлороз,anemia,,1,2,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,
Moscow,provincial city,1891,October,белокровие,leukemia,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,
Moscow,provincial city,1891,October,золотуха,scrofula,,2,1,3,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,,
Moscow,provincial city,1891,October,английская болезнь,english disease,,4,8,12,0,0,2,2,8,0,0,0,0,0,0,0,0,0,0,0,,
Moscow,provincial city,1891,October,острый туберкулез,tuberculosis,,3,1,4,1,0,0,0,0,0,0,2,2,0,0,0,0,0,0,0,,
Moscow,provincial city,1891,October,сахарное мочеизнурение,diabetes,,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,,
Moscow,provincial city,1891,October,подагра,gout,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,
Moscow,provincial city,1891,October,ревматизм,rheumatism,,0,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,,
Moscow,provincial city,1891,October,скорбут,scurvy,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,
Moscow,provincial city,1891,October,верлгофова болезнь,disease vergola,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,
Moscow,provincial city,1891,October,гемофилия,hemophilia,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,
Moscow,provincial city,1891,October,алкоголизм,alcoholism,,8,1,9,0,0,0,0,0,0,0,0,1,3,2,2,0,0,0,1,,
Moscow,provincial city,1891,October,рак,cancer,,22,32,54,6,0,0,0,0,0,0,0,1,5,13,15,15,5,0,0,,
Moscow,provincial city,1891,October,прочие злокачеств. опухоли,other malignant tumor,,3,1,4,1,0,0,0,1,0,0,0,1,0,0,1,1,0,0,0,,
Moscow,provincial city,1891,October,болезни нервной системы,diseases of the nervous system,,72,51,123,2,1,16,4,13,3,4,7,5,15,12,12,20,9,2,1,,
Moscow,provincial city,1891,October,болезни кровеносной системы,blood disease,,49,45,94,4,1,5,1,3,0,3,1,8,13,11,19,22,8,0,0,,
Moscow,provincial city,1891,October,болезни дыхат. Органов,respiratory disease,yes,123,131,254,3,3,88,30,69,2,0,0,3,4,4,22,21,6,1,0,,
Moscow,provincial city,1891,October,чахотка легких,pulmonary tuberculosis,yes,202,113,315,22,9,0,0,5,1,2,10,71,76,65,53,28,3,1,0,,
Moscow,provincial city,1891,October,болезни пищеварит. Органов,diseases of the digestive organs,,28,19,47,5,0,8,1,1,0,0,0,11,6,4,10,4,1,1,0,,
Moscow,provincial city,1891,October,желудочно-кишечный катар,gastro-intestinal infection,yes,93,71,164,3,0,86,24,38,5,0,0,1,1,3,4,2,0,0,0,,
Moscow,provincial city,1891,October,болезни мочевых органов,urinary tract diseases,,18,23,41,5,0,0,0,1,3,0,0,9,5,12,7,3,1,0,0,,
Moscow,provincial city,1891,October,болезни половых орагнов,diseases of the genitals,,0,4,4,0,0,0,0,0,0,0,0,0,2,0,2,0,0,0,0,,
Moscow,provincial city,1891,October,"болезни костей, суставов и мышц ",bone disease,,1,2,3,1,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,,
Moscow,provincial city,1891,October,болезни кожи и подкожной клечатки,skin disease,,0,2,2,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,,
Moscow,provincial city,1891,October,болезни лимфатических сосудов и желез,diseases of the lymphatic vessels,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,
Moscow,provincial city,1891,October,врожденная слабость,inherent weakness,,83,64,147,1,0,147,0,0,0,0,0,0,0,0,0,0,0,0,0,,
Moscow,provincial city,1891,October,старческая дряхлость,senile senility,,37,80,117,1,0,0,0,0,0,0,0,0,0,1,8,44,49,15,0,,
Moscow,provincial city,1891,October,врожденные пороки развития,congenital malformation,,4,4,8,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,,
Moscow,provincial city,1891,October,причина неизвестна,unknown reason,,42,19,61,4,0,14,0,0,1,0,0,6,7,6,12,11,3,1,0,,
Moscow,provincial city,1891,October,причина неточно определена,wrong reason,,8,9,17,1,0,0,1,1,0,0,0,0,2,5,1,5,2,0,0,,
Moscow,provincial city,1891,October,несчастные случаи,acciden,,5,2,7,2,0,0,0,2,0,0,0,3,2,0,0,0,0,0,0,,
Moscow,provincial city,1891,October,самоубийства,suicides,,4,1,5,0,0,0,0,0,0,0,1,1,1,1,1,0,0,0,0,,
Moscow,provincial city,1891,October,убийства,murders,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,
Moscow,provincial city,1891,October,прочие болезни,other disease,,0,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,,
Moscow,provincial city,1891,October,"смерть насильственная, но род не определен",violent death,,10,3,13,2,0,0,0,0,0,0,1,2,1,5,3,1,0,0,0,,
Moscow,provincial city,1891,November,тиф сыпной,spotted fever,,8,1,9,0,1,0,0,0,0,0,1,2,1,2,2,1,0,0,0,,
Moscow,provincial city,1891,November,тиф брюшной,enteric fever,,9,5,14,0,0,0,0,0,0,0,5,5,1,3,0,0,0,0,0,,
Moscow,provincial city,1891,November,возвратная горячка,fever,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,
Moscow,provincial city,1891,November,тиф без означения формы,typhus,,4,2,6,0,0,0,0,0,1,0,3,0,0,1,0,1,0,0,0,,
Moscow,provincial city,1891,November,послеродовая горячка,puerperal fever,,0,14,14,1,0,0,0,0,0,0,1,10,3,0,0,0,0,0,0,,
Moscow,provincial city,1891,November,перемежающаяся лихорадка,remittent fever,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,
Moscow,provincial city,1891,November,оспа,smallpox,,6,19,25,0,1,3,3,3,2,1,0,3,1,0,0,0,0,0,0,,
Moscow,provincial city,1891,November,скарлатина,scarlet fever,,27,24,51,2,0,0,2,28,14,5,1,1,0,0,0,0,0,0,0,,
Moscow,provincial city,1891,November,корь,measles,,18,13,31,1,0,0,6,21,2,2,0,0,0,0,0,0,0,0,0,,
Moscow,provincial city,1891,November,кровавый понос,bloody diarrhoea,,2,2,4,0,0,1,0,3,0,0,0,0,0,0,0,0,0,0,0,,
Moscow,provincial city,1891,November,дифтерит,pseudomembranous inflammation,,14,15,29,2,0,1,0,14,8,3,1,2,0,0,0,0,0,0,0,,
Moscow,provincial city,1891,November,круп,croup,yes,5,5,10,0,0,0,3,1,4,2,0,0,0,0,0,0,0,0,0,,
Moscow,provincial city,1891,November,крупозная пневмония,pulmonic fever,yes,44,41,85,3,2,0,1,5,2,0,0,8,10,12,18,15,12,2,0,,
Moscow,provincial city,1891,November,холера,cholera,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,
Moscow,provincial city,1891,November,цереброспин. Менингит,spotted fever,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,
Moscow,provincial city,1891,November,коклюш,whooping-cough,yes,2,3,5,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,,
Moscow,provincial city,1891,November,сифилис,syphilis,,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,,
Moscow,provincial city,1891,November,водобоязнь,rabies,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,
Moscow,provincial city,1891,November,сибирская язва,Siberian plague / anthrax,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,
Moscow,provincial city,1891,November,сап,glanders,,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,,
Moscow,provincial city,1891,November,рожа,wildfire,,4,3,7,0,0,1,1,0,0,0,0,1,1,1,1,1,0,0,0,,
Moscow,provincial city,1891,November,пиэмия,pyemia,,1,2,3,0,0,0,0,0,0,0,0,2,1,0,0,0,0,0,0,,
Moscow,provincial city,1891,November,септицемия,septicaemia,,8,4,12,0,0,11,0,0,0,0,0,0,0,1,0,0,0,0,0,,
Moscow,provincial city,1891,November,малокровие и хлороз,anemia,,0,3,3,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,,
Moscow,provincial city,1891,November,белокровие,leukemia,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,
Moscow,provincial city,1891,November,золотуха,scrofula,,2,1,3,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,,
Moscow,provincial city,1891,November,английская болезнь,english disease,,7,5,12,0,0,1,1,10,0,0,0,0,0,0,0,0,0,0,0,,
Moscow,provincial city,1891,November,острый туберкулез,tuberculosis,,2,1,3,0,0,0,0,0,2,0,0,0,1,0,0,0,0,0,0,,
Moscow,provincial city,1891,November,сахарное мочеизнурение,diabetes,,2,0,2,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,,
Moscow,provincial city,1891,November,подагра,gout,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,
Moscow,provincial city,1891,November,ревматизм,rheumatism,,0,2,2,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,,
Moscow,provincial city,1891,November,скорбут,scurvy,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,
Moscow,provincial city,1891,November,верлгофова болезнь,disease vergola,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,
Moscow,provincial city,1891,November,гемофилия,hemophilia,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,
Moscow,provincial city,1891,November,алкоголизм,alcoholism,,10,1,11,0,0,0,0,0,0,0,0,5,4,2,0,0,0,0,0,,
Moscow,provincial city,1891,November,рак,cancer,,26,32,58,4,0,0,0,0,0,0,0,3,7,16,20,9,3,0,0,,
Moscow,provincial city,1891,November,прочие злокачеств. опухоли,other malignant tumor,,4,5,9,3,0,0,0,0,0,1,0,0,3,2,3,0,0,0,0,,
Moscow,provincial city,1891,November,болезни нервной системы,diseases of the nervous system,,62,63,125,4,1,12,10,15,2,1,2,6,12,19,18,18,8,2,0,,
Moscow,provincial city,1891,November,болезни кровеносной системы,blood disease,,41,42,83,2,0,5,0,0,0,2,3,6,12,10,16,20,9,0,0,,
Moscow,provincial city,1891,November,болезни дыхат. Органов,respiratory disease,yes,167,131,298,7,4,86,42,69,6,1,2,7,5,14,18,31,17,0,0,,
Moscow,provincial city,1891,November,чахотка легких,pulmonary tuberculosis,yes,244,117,361,15,11,0,0,5,1,2,19,84,95,78,44,28,2,2,1,,
Moscow,provincial city,1891,November,болезни пищеварит. Органов,diseases of the digestive organs,,30,17,47,6,2,8,1,1,0,1,4,10,8,8,4,1,1,0,0,,
Moscow,provincial city,1891,November,желудочно-кишечный катар,gastro-intestinal infection,yes,79,66,145,0,0,88,15,29,2,0,0,0,0,2,5,4,0,0,0,,
Moscow,provincial city,1891,November,болезни мочевых органов,urinary tract diseases,,26,11,37,2,0,0,0,1,0,1,2,6,5,9,7,3,3,0,0,,
Moscow,provincial city,1891,November,болезни половых орагнов,diseases of the genitals,,0,5,5,1,0,0,0,0,0,0,0,1,3,0,1,0,0,0,0,,
Moscow,provincial city,1891,November,"болезни костей, суставов и мышц ",bone disease,,8,2,10,2,0,0,0,0,2,0,0,3,1,1,3,0,0,0,0,,
Moscow,provincial city,1891,November,болезни кожи и подкожной клечатки,skin disease,,4,2,6,0,0,0,0,0,0,1,0,0,1,4,0,0,0,0,0,,
Moscow,provincial city,1891,November,болезни лимфатических сосудов и желез,diseases of the lymphatic vessels,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,
Moscow,provincial city,1891,November,врожденная слабость,inherent weakness,,75,59,134,1,0,132,1,1,0,0,0,0,0,0,0,0,0,0,0,,
Moscow,provincial city,1891,November,старческая дряхлость,senile senility,,43,88,131,1,1,0,0,0,0,0,0,0,0,0,4,46,57,24,0,,
Moscow,provincial city,1891,November,врожденные пороки развития,congenital malformation,,2,0,2,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,,
Moscow,provincial city,1891,November,причина неизвестна,unknown reason,,51,22,73,5,0,10,13,0,0,0,2,11,12,10,7,6,1,1,0,,
Moscow,provincial city,1891,November,причина неточно определена,wrong reason,,3,7,10,0,0,3,0,2,0,0,0,0,0,1,2,2,0,0,0,,
Moscow,provincial city,1891,November,несчастные случаи,acciden,,3,1,4,0,0,0,0,0,0,1,0,1,1,0,1,0,0,0,0,,
Moscow,provincial city,1891,November,самоубийства,suicides,,6,0,6,1,0,0,0,0,0,0,1,3,2,0,0,0,0,0,0,,
Moscow,provincial city,1891,November,убийства,murders,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,
Moscow,provincial city,1891,November,прочие болезни,other disease,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,
Moscow,provincial city,1891,November,"смерть насильственная, но род не определен",violent death,,8,2,10,0,0,0,0,0,0,1,1,3,0,3,0,1,0,0,1,,
Moscow,provincial city,1891,December,тиф сыпной,spotted fever,,19,2,21,1,4,0,0,0,0,0,1,9,4,3,3,1,0,0,0,,
Moscow,provincial city,1891,December,тиф брюшной,enteric fever,,16,5,21,3,0,0,0,0,0,0,3,13,1,2,2,0,0,0,0,,
Moscow,provincial city,1891,December,возвратная горячка,fever,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,
Moscow,provincial city,1891,December,тиф без означения формы,typhus,,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,,
Moscow,provincial city,1891,December,послеродовая горячка,puerperal fever,,0,5,5,0,0,0,0,0,0,0,0,3,1,1,0,0,0,0,0,,
Moscow,provincial city,1891,December,перемежающаяся лихорадка,remittent fever,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,
Moscow,provincial city,1891,December,оспа,smallpox,,20,13,33,4,0,5,0,13,4,3,4,3,1,0,0,0,0,0,0,,
Moscow,provincial city,1891,December,скарлатина,scarlet fever,,32,36,68,1,0,0,2,5,2,4,4,0,1,0,0,0,0,0,0,,
Moscow,provincial city,1891,December,корь,measles,,18,16,34,0,0,1,8,24,1,0,0,0,0,0,0,0,0,0,0,,
Moscow,provincial city,1891,December,кровавый понос,bloody diarrhoea,,1,2,3,0,0,0,1,0,0,0,0,0,1,0,1,0,0,0,0,,
Moscow,provincial city,1891,December,дифтерит,pseudomembranous inflammation,,16,19,35,0,0,0,3,16,8,6,1,0,1,0,0,0,0,0,0,,
Moscow,provincial city,1891,December,круп,croup,yes,8,3,11,0,0,0,1,5,2,3,0,0,0,0,0,0,0,0,0,,
Moscow,provincial city,1891,December,крупозная пневмония,pulmonic fever,yes,29,30,59,2,1,4,1,1,2,0,0,7,7,8,14,9,4,2,0,,
Moscow,provincial city,1891,December,холера,cholera,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,
Moscow,provincial city,1891,December,цереброспин. Менингит,spotted fever,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,
Moscow,provincial city,1891,December,коклюш,whooping-cough,yes,3,9,12,0,0,2,8,2,0,0,0,0,0,0,0,0,0,0,0,,
Moscow,provincial city,1891,December,сифилис,syphilis,,1,3,4,0,0,3,0,0,0,0,0,1,0,0,0,0,0,0,0,,
Moscow,provincial city,1891,December,водобоязнь,rabies,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,
Moscow,provincial city,1891,December,сибирская язва,Siberian plague / anthrax,,2,1,3,0,0,0,0,0,0,0,0,2,0,1,0,0,0,0,0,,
Moscow,provincial city,1891,December,сап,glanders,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,
Moscow,provincial city,1891,December,рожа,wildfire,,4,2,6,0,1,1,1,1,0,0,0,0,0,1,2,0,0,0,0,,
Moscow,provincial city,1891,December,пиэмия,pyemia,,3,3,6,0,2,0,0,1,0,0,0,2,0,1,1,1,0,0,0,,
Moscow,provincial city,1891,December,септицемия,septicaemia,,10,7,17,1,0,11,0,0,0,0,0,1,0,1,3,1,0,0,0,,
Moscow,provincial city,1891,December,малокровие и хлороз,anemia,,0,4,4,1,0,1,0,0,0,0,0,1,2,0,0,0,0,0,0,,
Moscow,provincial city,1891,December,белокровие,leukemia,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,
Moscow,provincial city,1891,December,золотуха,scrofula,,2,1,3,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,,
Moscow,provincial city,1891,December,английская болезнь,english disease,,8,6,14,0,0,1,2,8,3,0,0,0,0,0,0,0,0,0,0,,
Moscow,provincial city,1891,December,острый туберкулез,tuberculosis,,2,4,6,0,0,3,0,3,0,0,0,0,0,0,0,0,0,0,0,,
Moscow,provincial city,1891,December,сахарное мочеизнурение,diabetes,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,
Moscow,provincial city,1891,December,подагра,gout,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,
Moscow,provincial city,1891,December,ревматизм,rheumatism,,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,,
Moscow,provincial city,1891,December,скорбут,scurvy,,0,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,,
Moscow,provincial city,1891,December,верлгофова болезнь,disease vergola,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,
Moscow,provincial city,1891,December,гемофилия,hemophilia,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,
Moscow,provincial city,1891,December,алкоголизм,alcoholism,,3,1,4,0,0,0,0,0,0,0,0,1,1,1,0,1,0,0,0,,
Moscow,provincial city,1891,December,рак,cancer,,31,42,73,7,0,0,0,0,0,0,0,1,14,15,20,15,7,1,0,,
Moscow,provincial city,1891,December,прочие злокачеств. опухоли,other malignant tumor,,0,5,5,1,0,1,0,0,0,0,0,0,2,2,0,0,0,0,0,,
Moscow,provincial city,1891,December,болезни нервной системы,diseases of the nervous system,,80,42,122,6,0,8,13,21,6,3,4,10,13,10,13,8,12,1,0,,
Moscow,provincial city,1891,December,болезни кровеносной системы,blood disease,,50,31,81,4,0,1,0,0,0,0,2,2,15,9,26,16,8,1,1,,
Moscow,provincial city,1891,December,болезни дыхат. Органов,respiratory disease,yes,169,156,325,4,2,93,63,101,6,2,3,6,6,7,12,19,7,0,0,,
Moscow,provincial city,1891,December,чахотка легких,pulmonary tuberculosis,yes,261,116,377,15,10,0,1,6,1,2,17,94,105,71,45,30,2,3,0,,
Moscow,provincial city,1891,December,болезни пищеварит. Органов,diseases of the digestive organs,,24,17,41,1,0,3,2,1,2,1,1,8,6,5,7,5,0,0,0,,
Moscow,provincial city,1891,December,желудочно-кишечный катар,gastro-intestinal infection,yes,82,63,145,2,0,85,23,30,0,0,0,0,1,3,1,1,1,0,0,,
Moscow,provincial city,1891,December,болезни мочевых органов,urinary tract diseases,,30,13,43,4,0,0,0,3,3,1,2,5,4,4,12,8,1,0,0,,
Moscow,provincial city,1891,December,болезни половых орагнов,diseases of the genitals,,0,2,2,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,,
Moscow,provincial city,1891,December,"болезни костей, суставов и мышц ",bone disease,,4,2,6,4,0,0,0,0,0,0,3,0,0,1,0,1,1,0,0,,
Moscow,provincial city,1891,December,болезни кожи и подкожной клечатки,skin disease,,7,2,9,3,0,0,1,0,0,0,0,2,1,2,1,2,0,0,0,,
Moscow,provincial city,1891,December,болезни лимфатических сосудов и желез,diseases of the lymphatic vessels,,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,,
Moscow,provincial city,1891,December,врожденная слабость,inherent weakness,,89,56,145,1,0,139,5,1,0,0,0,0,0,0,0,0,0,0,0,,
Moscow,provincial city,1891,December,старческая дряхлость,senile senility,,45,109,154,1,1,0,0,0,0,0,0,0,0,0,6,50,69,29,0,,
Moscow,provincial city,1891,December,врожденные пороки развития,congenital malformation,,5,3,8,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,,
Moscow,provincial city,1891,December,причина неизвестна,unknown reason,,51,21,72,1,0,11,0,0,0,0,2,3,16,16,9,9,3,2,1,,
Moscow,provincial city,1891,December,причина неточно определена,wrong reason,,10,11,21,3,0,2,0,2,0,1,0,1,2,6,5,2,0,0,0,,
Moscow,provincial city,1891,December,несчастные случаи,acciden,,6,1,7,1,0,0,0,1,0,0,0,1,1,3,0,1,0,0,0,,
Moscow,provincial city,1891,December,самоубийства,suicides,,6,0,6,1,0,,0,0,0,0,0,3,2,0,1,0,0,0,0,,
Moscow,provincial city,1891,December,убийства,murders,,1,1,2,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,,
Moscow,provincial city,1891,December,прочие болезни,other disease,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,
Moscow,provincial city,1891,December,"смерть насильственная, но род не определен",violent death,,11,2,13,1,0,0,0,0,0,0,0,3,6,3,0,0,1,0,0,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,
